321;"PRODUÇÃO DE MATERIAL BÉLICO";"0647";2010;
322;"SEGURANÇA E EDUCAÇÃO DE TRÂNSITO: DIREITO E RESPONSABILIDADE";"0660";2010;
323;"APRIMORAMENTO DA EXECUÇÃO PENAL";"0661";2010;
324;"PREVENÇÃO E REPRESSÃO À CRIMINALIDADE";"0662";2010;
325;"SEGURANÇA PÚBLICA NAS RODOVIAS FEDERAIS";"0663";2010;
326;"MODERNIZACAO DA POLICIA FEDERAL";"0664";2010;
327;"GESTÃO DA POLÍTICA NACIONAL SOBRE DROGAS";"0665";2010;
328;"SEGURANCA DO CIDADAO";"0666";2010;
329;"DEFESA CIVIL";"0667";2010;
330;"PAZ NAS ESCOLAS";"0668";2010;
331;"CONTROLE DO TRAFEGO INTERNACIONAL EM PORTOS, AEROPORTOS E FR";"0669";2010;
332;"PROTEÇÃO A PESSOAS AMEAÇADAS";"0670";2010;
333;"RECONHECIMENTO DE UTILIDADE PUBLICA";"0671";2010;
334;"RELACOES DO BRASIL COM ESTADOS ESTRANGEIROS E ORGANIZACOES I";"0680";2010;
335;"GESTÃO DA PARTICIPAÇÃO EM ORGANISMOS INTERNACIONAIS";"0681";2010;
336;"DIFUSÃO DA CULTURA E DA IMAGEM DO BRASIL NO EXTERIOR";"0682";2010;
337;"GESTÃO DA POLÍTICA EXTERNA";"0683";2010;
338;"COOPERACAO CIENTIFICA, TECNICA E TECNOLOGICA INTERNACIONAL";"0684";2010;
339;"ENSINO PROFISSIONAL DIPLOMÁTICO";"0685";2010;
340;"ASSISTENCIA A CIDADAOS BRASILEIROS NO EXTERIOR E ATENDIMENTO";"0686";2010;
341;"DEFESA ECONÔMICA E DA CONCORRÊNCIA";"0695";2010;
342;"ESTRANGEIROS NO BRASIL";"0696";2010;
343;"DEFESA DO CONSUMIDOR";"0697";2010;
344;"GESTÃO E APOIO INSTITUCIONAL NA ÁREA DA JUSTIÇA";"0698";2010;
345;"ASSISTÊNCIA JURÍDICA INTEGRAL E GRATUITA";"0699";2010;
346;"APOIO ADMINISTRATIVO";"0750";2010;
347;"SERVICOS DE INFORMATICA PARA O SETOR PUBLICO";"0751";2010;
348;"GESTÃO DA POLÍTICA DE COMUNICAÇÃO DE GOVERNO";"0752";2010;
349;"DIVULGAÇÃO DOS ATOS OFICIAIS E PRODUÇÃO GRÁFICA";"0753";2010;
350;"GERENCIAS REGIONAIS DE SERVICOS";"0754";2010;
